ID,AA,AC,AD,AE,AF,AG,AH,AI,AK,AL,AM,AN,AP,AQ,AR,AS,AT,AV,AW,AY,CA,CC,CD,CE,CF,CG,CH,CI,CK,CL,CM,CN,CP,CQ,CR,CS,CT,CV,CW,CY,DA,DC,DD,DE,DF,DG,DH,DI,DK,DL,DM,DN,DP,DQ,DR,DS,DT,DV,DW,DY,EA,EC,ED,EE,EF,EG,EH,EI,EK,EL,EM,EN,EP,EQ,ER,ES,ET,EV,EW,EY,FA,FC,FD,FE,FF,FG,FH,FI,FK,FL,FM,FN,FP,FQ,FR,FS,FT,FV,FW,FY,GA,GC,GD,GE,GF,GG,GH,GI,GK,GL,GM,GN,GP,GQ,GR,GS,GT,GV,GW,GY,HA,HC,HD,HE,HF,HG,HH,HI,HK,HL,HM,HN,HP,HQ,HR,HS,HT,HV,HW,HY,IA,IC,ID,IE,IF,IG,IH,II,IK,IL,IM,IN,IP,IQ,IR,IS,IT,IV,IW,IY,KA,KC,KD,KE,KF,KG,KH,KI,KK,KL,KM,KN,KP,KQ,KR,KS,KT,KV,KW,KY,LA,LC,LD,LE,LF,LG,LH,LI,LK,LL,LM,LN,LP,LQ,LR,LS,LT,LV,LW,LY,MA,MC,MD,ME,MF,MG,MH,MI,MK,ML,MM,MN,MP,MQ,MR,MS,MT,MV,MW,MY,NA,NC,ND,NE,NF,NG,NH,NI,NK,NL,NM,NN,NP,NQ,NR,NS,NT,NV,NW,NY,PA,PC,PD,PE,PF,PG,PH,PI,PK,PL,PM,PN,PP,PQ,PR,PS,PT,PV,PW,PY,QA,QC,QD,QE,QF,QG,QH,QI,QK,QL,QM,QN,QP,QQ,QR,QS,QT,QV,QW,QY,RA,RC,RD,RE,RF,RG,RH,RI,RK,RL,RM,RN,RP,RQ,RR,RS,RT,RV,RW,RY,SA,SC,SD,SE,SF,SG,SH,SI,SK,SL,SM,SN,SP,SQ,SR,SS,ST,SV,SW,SY,TA,TC,TD,TE,TF,TG,TH,TI,TK,TL,TM,TN,TP,TQ,TR,TS,TT,TV,TW,TY,VA,VC,VD,VE,VF,VG,VH,VI,VK,VL,VM,VN,VP,VQ,VR,VS,VT,VV,VW,VY,WA,WC,WD,WE,WF,WG,WH,WI,WK,WL,WM,WN,WP,WQ,WR,WS,WT,WV,WW,WY,YA,YC,YD,YE,YF,YG,YH,YI,YK,YL,YM,YN,YP,YQ,YR,YS,YT,YV,YW,YY
1916,0,0,0,0,0,1.59,0,0,0,1.59,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,1.59,0,0,0,3.17,0,1.59,0,1.59,0,0,0,0,1.59,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,1.59,0,0,0,0,0,0,0,3.17,0,1.59,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,1.59,0,1.59,0,0,0,0,1.59,1.59,1.59,0,0,0,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,1.59,0,1.59,0,0,0,0,0,1.59,0,0,0,0,0,3.17,0,0,0,0,0,0,0,3.17,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,1.59,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,1.59,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,1.59,0,0,0,1.59,0,0,0,0,0,0,0,0,1.59,0,0,0,3.17,3.17,0,0,0,0,0,0,0,0,0,1.59,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,1.59,0,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0
1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,1.43,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,2.86,0,0,0,0,0,0,0,0,0,1.43,0,0,0,1.43,1.43,1.43,0,1.43,0,0,0,0,0,0,1.43,0,0,0,0,0,0,1.43,1.43,1.43,0,4.29,1.43,0,1.43,0,0,1.43,1.43,1.43,1.43,0,1.43,0,0,4.29,0,0,0,0,0,2.86,1.43,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,0,1.43,2.86,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,0,0,1.43,1.43,0,1.43,0,0,0,2.86,0,0,0,1.43,0,0,0,0,0,0,0,1.43,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,1.43,1.43,1.43,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,1.43,0,0,0,0,0,0
1918,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,1.49,0,0,1.49,1.49,2.99,1.49,0,1.49,0,0,0,1.49,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,1.49,1.49,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,2.99,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,1.49,2.99,1.49,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,1.49,0,0,0,1.49,0,0,0,1.49,0,0,0,0,2.99,1.49,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,1.49,1.49,1.49,2.99,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,1.49,0,0,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,0,1.22,0,0,0,0,0,0,2.44,0,0,0,0,1.22,0,0,1.22,0,0,0,1.22,0,0,0,1.22,0,0,0,1.22,0,0,0,1.22,1.22,0,1.22,0,1.22,0,0,0,0,0,0,0,1.22,0,0,0,1.22,0,0,0,0,0,0,0,1.22,0,0,0,0,0,1.22,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,1.22,0,0,0,1.22,1.22,0,0,0,0,0,3.66,0,0,0,1.22,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,1.22,2.44,1.22,0,0,0,0,1.22,1.22,2.44,0,0,0,1.22,2.44,0,0,0,0,0,1.22,1.22,0,0,0,0,1.22,0,1.22,1.22,0,0,0,0,0,0,1.22,1.22,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,1.22,0,0,0,1.22,0,1.22,0,0,0,2.44,1.22,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,1.22,1.22,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,2.44,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,1.22,0,1.22,0,0,0,0,0,1.22,0,0,0,1.22,0,0,1.22,0,0,1.22,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,1.22,0,0,0,1.22,1.22,0,0,1.22,1.22,0,0,0,1.22,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,0,0,0,0,0,1.72,0,0,1.72,1.72,1.72,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.72,0,0,0,3.45,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,1.72,1.72,0,0,0,0,0,1.72,0,0,0,0,0,1.72,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,1.72,0,3.45,0,0,0,1.72,0,0,0,1.72,1.72,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,3.45,0,0,1.72,1.72,1.72,0,0,0,3.45,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,1.72,0,0,0,0,0,3.45,1.72,0,0,0,0,0,0,0,0,0,0,1.72,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.72,0,1.72,0,0,0,1.72,0,0,0,0,0,0,0,1.72,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72
1921,0,0,0,2.33,0,0,0,0,0,0,0,2.33,0,0,0,0,0,2.33,0,0,0,0,0,0,0,2.33,0,0,2.33,0,0,2.33,0,2.33,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,2.33,0,0,0,0,0,0,0,0,4.65,0,0,0,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,2.33,0,0,0,0,2.33,0,0,0,0,0,2.33,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,2.33,0,0,2.33,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,0,0,0,2.33,0,0,2.33,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,2.33,0,0,0
1922,0,0,1.04,0,0,1.04,0,0,1.04,0,0,0,0,0,1.04,0,0,1.04,0,0,0,0,1.04,0,4.17,0,0,2.08,1.04,0,0,0,1.04,0,1.04,1.04,0,0,1.04,0,0,1.04,0,0,0,0,0,0,0,0,0,1.04,0,0,1.04,2.08,0,0,1.04,0,0,1.04,1.04,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.04,0,1.04,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,1.04,0,0,0,1.04,0,1.04,0,0,0,0,0,0,1.04,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.04,0,0,0,0,0,0,0,1.04,0,2.08,0,0,0,0,0,0,0,0,1.04,0,1.04,0,0,0,0,0,0,0,0,0,0,1.04,0,1.04,0,1.04,0,0,0,1.04,0,0,0,0,0,0,1.04,1.04,0,1.04,1.04,0,0,1.04,0,0,1.04,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,1.04,0,0,0,0,0,0,1.04,0,0,1.04,1.04,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,1.04,0,2.08,1.04,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,2.08,1.04,0,0,2.08,0,0,0,1.04,0,1.04,0,0,0,0,1.04,0,0,0,0,0,0,0,0,1.04,0,1.04,0,1.04,0,0,2.08,0,2.08,0,1.04,0,0,1.04,1.04,1.04,0,0,0,1.04,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,1.04,0,0,0,0,0,1.04,0,1.04,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,1.04,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,0,0,0,0,0,0,0,1.54,0,1.54,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,1.54,0,0,0,0,0,0,1.54,0,0,0,0,1.54,0,0,0,0,0,0,0,1.54,0,1.54,0,0,0,0,0,0,0,1.54,0,1.54,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,1.54,1.54,0,1.54,0,1.54,0,1.54,1.54,1.54,0,0,0,0,0,1.54,0,1.54,0,0,1.54,0,0,0,0,0,1.54,0,1.54,0,0,0,0,0,1.54,0,0,0,0,0,3.08,4.62,0,0,0,0,1.54,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,1.54,0,1.54,0,0,0,3.08,0,0,1.54,0,0,0,0,0,1.54,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,1.54,0,0,0,1.54,0,0,1.54,0,0,0,0,0,0,0,0,1.54,0,0,1.54,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,1.54,0,1.54,0,0,0,0,0,0,0,0,0,0,1.54,0,0,1.54,0,0,0,1.54,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,1.54,1.54,0,0,1.54,0,0,0,0,0
1924,0,0,1.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1.25,0,0,1.25,2.5,0,0,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,0,1.25,0,0,1.25,0,0,2.5,0,1.25,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,1.25,1.25,2.5,1.25,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,2.5,0,0,0,1.25,5,0,0,0,0,1.25,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,1.25,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.25,0,0,0,2.5,1.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,1.25,0,0,0,0,1.25,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,2.5,0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,2.5,0,0,1.25,0,0,0,0,1.25,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0
1925,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,6.06,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,3.03,3.03,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,6.06,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,0,6.06,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,1.12,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,1.12,1.12,2.25,0,0,0,1.12,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,0,1.12,1.12,0,0,0,0,0,0,0,1.12,2.25,0,1.12,0,1.12,1.12,0,0,1.12,0,0,0,0,0,0,0,0,1.12,1.12,0,2.25,0,0,0,0,1.12,1.12,1.12,0,0,0,1.12,0,0,0,0,0,1.12,0,0,0,1.12,0,0,1.12,1.12,1.12,0,0,0,1.12,0,0,0,1.12,0,0,2.25,1.12,1.12,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,1.12,0,0,0,0,0,0,0,1.12,0,1.12,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,1.12,0,0,0,1.12,0,0,0,0,0,0,0,0,1.12,1.12,2.25,0,0,0,2.25,1.12,2.25,0,0,0,0,0,0,0,0,0,1.12,2.25,0,0,0,1.12,0,0,1.12,1.12,1.12,0,0,2.25,0,0,1.12,1.12,0,0,0,0,0,1.12,1.12,0,0,0,1.12,1.12,0,0,0,0,0,0,0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,1.12,0,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,1.12,1.12,1.12,0,0,0
1927,1.27,1.27,0,0,1.27,0,1.27,0,1.27,2.53,0,0,1.27,1.27,1.27,1.27,0,0,0,0,0,0,0,1.27,0,1.27,0,2.53,1.27,0,0,1.27,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,1.27,0,0,0,0,0,1.27,0,0,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,1.27,1.27,1.27,0,0,0,0,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,1.27,0,0,1.27,0,0,1.27,1.27,0,0,0,0,0,0,0,1.27,0,1.27,0,0,0,0,0,1.27,0,0,0,1.27,0,1.27,1.27,0,0,0,0,1.27,0,0,0,0,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,0,2.53,0,1.27,0,0,0,0,0,1.27,2.53,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.27,0,0,0,0,1.27,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,1.27,0,0,1.27,0,0,0,0,0,0,0,0,1.27,0,0,0,2.53,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,1.27,0,2.53,1.27,0,1.27,1.27,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0
1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,1.15,0,0,0,2.3,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,1.15,0,0,1.15,1.15,0,0,1.15,0,0,0,0,0,0,0,0,0,1.15,2.3,2.3,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,1.15,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,1.15,0,1.15,0,0,0,1.15,1.15,1.15,0,0,0,0,0,0,1.15,1.15,0,1.15,1.15,1.15,2.3,1.15,0,2.3,0,0,2.3,0,1.15,0,0,0,1.15,0,0,0,2.3,2.3,0,1.15,1.15,1.15,0,0,0,0,0,1.15,2.3,0,1.15,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,1.15,0,0,0,0,2.3,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,1.15,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,2.3,0,0,1.15,2.3,0,0,0,0,0,0,0,1.15,0,0,0,0,0,1.15,0,0,0,1.15,1.15,0,0,0,0,1.15,0,2.3,0,1.15,0,1.15,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,1.15,0,0,0,1.15,0,0,0,0,1.15,0,0,0,0,0,0,1.15,0,1.15,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,1.15,0,0,1.15,0,0,0,0,0,1.15,0,0,0,0
